Name,Images,Title,Year,Dims (Inches),Materials,Notes / Exhibition Text,Dims (Metric)
340,SP-TONSFELDTJ327.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/uQrcD85Afx4phpD2OJO3-A/XDB9cEj2jRukCgyhsJ8b2jX__AJ9IC8k7Y2QN8HC8ZVBuXKDqsan7P17f_hGUFuyJj8tIrz74qeGr6QNB-EDGLTvgQZmgQfDCHKkrdNZQac/zAYyA0O34s1PW3ezRz6N3Xk9qg1v2Akm_GeG0aCwIpQ),Untitled,2011 / 2013,14.25 x 20.25,dye print in artist's frame,,36.2 x 51.5
814,DSC_6349.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/FP4TzIpS2wV95FthB79XMQ/-X42TJyjU9sUzr2Mrlr-_-yA0IznpIuAcMRViwAJ2YGGsyllxFvvaRy6Rd_S2HBOae_5-Wchr6q9yYkL-Btuyfggrg4QeNV6yqip9-tyCYo/JxHKy_G_cvVE36lWhqGqUGHe3_Vj7a28Bqmng9kBudA),Untitled,2011,23.75 x 31.75 x,"spray paint, spider's web, and hydrocal",,80.7 x 3.2
813,DSC_6243.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/hQx94x97rgbJHcLycM5-7A/A69782_h_D5rlKow8pgKAVLB0cHx6fjvl0lOUw4-R2wVC4yO0RI37x2Ub5dhExlaOpi0czixAAuRPcoi55STc0QefDnDyDvDvbA0j8jhRCI/GZNBwVJd4J5QKkucDeGNDDLb6oXto4Ta9XEJvFye7HQ),Untitled,2011,23.75 x 31.75 x,"spray paint, spider's web, and hydrocal",,80.7 x 3.2
812,DSC_6242.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/vVp-oVrhxqvBaJGvINq-Ww/rZiLdmJrkey_74hNM2WxSaUgvqzm4ICHfw0l2VSvNV8kRkdUokqIbFcg-077_Y4e_HWf8Z2uZZjNGe4fWM7UBPYvFErxvhuvov0JipMDYSA/wcdE_matqvu61sCKpIBU-UBMegTK-afhKmb5uNAfOSs),Untitled,2011,23.75 x 31.75 x,"spray paint, spider's web, and hydrocal",,80.7 x 3.2
811,DSC_6355.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/xof7lOTK0Nv-PlE_ocKz2A/eo6OioEvgVEXlyDofJMuGjMHUgPMkzXgbrE0qLUGPp338In5RWSODIBzlKgHZP-dWN7g7fz0a9ed0Gz_8RIPQbiE_IKMW_52Wi6WXMPzWcI/H1IzKcFoC3Q1IUrwxdu_iw-qzfPQTaPuM23liCIxVwM),Untitled,2011,23.75 x 31.75 x,"spray paint, spider's web, and hydrocal",,80.7 x 3.2
810,SP-TONSFELDTJ.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/OM4LrKvcQP75ZFeCKNrMvg/LwD_BV9jE1lONJ_b-siXvknnaYVn4TJhZrhVCXriq86e8Uz6TarPBe6vmyVwJ10uznN78bzsFB8bH0F6xNi4UDiBMyfZPzkV782n1BA1bAg/WSSBdH8qwmcB5X0lzAqbY8RrXtMahw_hEM1WGDOYz5w),Untitled,2011,23.75 x 31.75 x,"spray paint, spider's web, and hydrocal",,80.7 x 3.2
809,TON-004-001.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/yPkvEJeLKuB_SwzH-MEy3Q/wM_hG8Fm5_SpmHYNbkAn68RE7ksbCshEK5d5FS5lJbtms2PvMd5M3VXTA-LVcJrQ2DRRe0HDFQnoBw8UYdOmzb5Zk9d_a4mp30ssA3Czkls/ay8BMEaK1iY6LBO71cVj4KWavlcL4K9tDM3-IbeHjZc),Untitled,2011,23.75 x 31.75 x,"spray paint, spider's web, and hydrocal",,80.7 x 3.2
808,TON-001-001.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/BGMsfD68_jDlJkiE7kZIEA/a2eytLoqePgWEviqnjcLZYMIhlafvxFcpgT7uBupa05-pdRRpNwSLyIrhmMZ5KrzgKx1aw_xMXBhBgQC2BdynDiiT5tuYgw42sccvKG5ov8/PSLSZcNow1-000LE6QD3B0yPmiv6FFg5gyOQ-TvHWgM),Untitled,2011,23.75 x 31.75 x,"spray paint, spider's web, and hydrocal",,80.7 x 3.2
646,,Untitled,2011,21 x 15,dye inks on Fujichrome archive paper in white wood frame,,53.34 x 38.1
479,,Untitled (Bird),2011,,"digital video2 min. 21 sec.exhibition view, Simon Preston Gallery, New York","Simon Preston is delighted to present The First Rebellion is History, Next Week Rome Falls , a group exhibition of new work by gallery artists that celebrates the gallery’s four year anniversary.The exhibition’s title is borrowed from a recent series of photographs by Daniel Joseph Martinez. In each of his images, hand-groomed Bonsai trees, tended by the artist, are placed on pedestals in front of national flags, activating a rich set of connotations about nature, aesthetics and social control. Martinez will exhibit two further photographic series of works in his solo exhibition titled I want to go to Detroit; Cheerleaders CHEER at LAXART which opens on 4 February, as part of Pacific Standard Time in LA.Michelle Lopez exhibits a pair of hand- formed clay, wall-leaning sculptures that examine the iconography of the flag. Following the previous trajectory of her work titled Flare, properties of drawing invade the sculptures and expose a kind of natural, organic form.Jessica Mein will show a series of billboard works depicting construction sites. Through the artist’s obsessive hand-made perforations and collage, the mechanical printing process found in the discarded material is interrupted and altered.Marco Rios’ Unititled photograph is hyperbolic in nature, employing humor and slapstick tactics to address the more solemn issues of failure, death, desire, and despair.Kara Tanaka has transformed a cowhide into an abstracted map by shaving and carving onto the skin, illustrating the search for both physical and mythical mountain systems. Tanaka’s use of animal hides draws a parallel to the Tibetan iconographic image of flayed skin as a symbol for the destruction of the ego.Caragh Thuring includes a large-scale diptych of a volcano. Painted on unprimed linen, with an extreme efficiency of marks, the volcano appears mythical or simply dormant and elicits a certain faith and desire in its mere existence, echoing the very foundation and method in the construction of each of her paintings.Josh Tonsfeldt will exhibit recent work made while on residency at the Zabludowicz Collection in Sarvisalo, Finland. He is included in New York: Directions, Points of Interest at Massimo de Carlo , which will open on January 25th – March 24th in Milan.",
350,SP-TONSFELDTJ336-2.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/XBejK8IVmq3dl7SOEXqZxw/F7qJeRaZWRgdET8pqT8FSDIAskaoJz235nuNQ8oDDhu01hdv0ZsFaVFWB0z-mO_ctPNHoBUmA8EBby-pn72lapJkFH4014_dkCMxJsG8dbw/R8Ss7exWbjB2ybVK39tDp-IWDVXZT4oXYWY04xPtIQ4),Untitled,2011,23.75 x 31.75 x,"spray paint, spider's web, and hydrocal",,80.7 x 3.2
285,23.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/aesygbBOwU3O5JpPpIz4Vw/yweDk3KGxvrbv-0BP3DmKkNdlPJzdcB-LdFwl4jZ3Ah0xe0AIduecQgMxYKnIMb_3ZjExxYgktSpb3gHwVJWdA/_z9tn5oiu3KWP39a1-qeaPrMHfh9NwNPHEraxLTJXyU),Untitled,2011,16.25 x 14.25,"pigment inks on reverse of Fuji Crystal Archive paper and pigment print in artist's frame, cherry pits",,41.3 x 36.2
246,SP-TONSFELDTJ227.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/qaTgwgbFXvGmJnUv3emzyQ/eiqKdtI4C0IlfqpAImif6G7PUR14xQ7mWGoe83tD9Z2FuldyBx-gLZbqkYQKnsSxNTeDdpLRaqG15W1_L4CpvDlErOH_GZTZ3lWQzEx8K3k/ZGRPDf_OKmytjbXRz0fU538jXWnXvO-DneMHqblZI64),Untitled,2011,17.9 x 11.8,pigment ink on reverse color photograph,,45.5 x 30
213,,Untitled,2011,41.75 x 56.5,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,106 x 143.5
212,,Untitled,2011,41.75 x 56.5,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,106 x 143.5
211,,Untitled,2011,41.75 x 56.5,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,106 x 143.5
210,,Untitled,2011,41.75 x 56.5,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,106 x 143.5
209,,Untitled,2011,41.75 x 56.5,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,106 x 143.5
208,,Untitled,2011,41.75 x 56.5,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,106 x 143.5
207,,Untitled,2011,41.75 x 56.5,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,106 x 143.5
206,,Untitled,2011,41.75 x 56.5,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,106 x 143.5
205,,Untitled,2011,41.75 x 56.5,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,106 x 143.5
204,,Untitled,2011,41.75 x 56.5,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,106 x 143.5
203,,Untitled,2011,41.75 x 56.5,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,106 x 143.5
202,,Untitled,2011,41.75 x 56.5,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,106 x 143.5
201,,Untitled,2011,41.75 x 56.5,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,106 x 143.5
200,,Untitled,2011,41.75 x 56.5,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,106 x 143.5
199,SP-TONSFELDTJ180.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/pVpG_sCWBuVb7PH1pjcBxA/oS2AJ3gKLuHQPDcKqV1D8SWkJ8YnK1r1sSHLwXfQSe_Gso5gMWKld5n361tMfkMmVZMM2LpfNeBSlp7NCt0XhAxD1zh9_XP4SIj64DiMiBg/0tv_oTQQBCnU6xFLkWTnhiikCylCtmrOpRt29kD4K6I),Untitled,2011,41.75 x 56.5,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,106 x 143.5
198,SP-TONSFELDTJ179.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/okYJy5GvEJguaVlcdAzYTA/SrkWl8rDf-vWjWP6x4JBxC31GrQ5ujjoXgqI6v8xRc5uxCQUQTR3_J1dZmPu1DA2SDW-OtKamgTC5TSjhrQxja4K4ULnV8QPwTTFXFFSsi4/8PMoYEFE2oSO_r60P0ikRMXPPQxVlovscukEsMBS7vE),Untitled,2011,41.75 x 56.5,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,106 x 143.5
197,SP-TONSFELDTJ178.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/-JsRovYwP_zPlnsY-eOkTg/eOrcu835-lPL81tEQN-KGYZsTc6JzPtVQ0AdPjGH6eADrPD1e0CypbI0j2rqgLUBvUmORa-gJ1f1QpoJT7nK1YqIQeD8vnPe2-ShOEKoZIE/UbHxPYmCARPWaToS9omW75phHbjOpPH3ZRNnI_pmiHU),Untitled,2011,41.75 x 56.5,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,106 x 143.5
196,SP-TONSFELDTJ177.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/o0Am62Cj01EX9bFgmeixEQ/54cd3repf6CveB8R6MrG4YXuYUp45VhKgrXGeJjvwQJJVz_rpFVPN-VsXd61WJmzToLXk96mWOjeTN6ap6tm2FyxFR9KdcqvMngQQylpBD4/JiJ03eOHLDourW8nEe7d16SKQ8PV3tx2tYhEoB9K20I),Untitled,2011,41.75 x 56.5,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,106 x 143.5
195,,Untitled (blue),2011,22.6 x 26.6,pigment inks on reverse of Fuji Crystal Archive paper,,57.4 x 67.6
194,,Untitled (pink),2011,22.6 x 26.6,pigment inks on reverse of Fuji Crystal Archive paper,,57.4 x 67.6
193,SP-TONSFELDTJ174.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/z5s6CBxQyuBJRw0q8laOhA/DJOvfO94p9MWLZBAP6TybcU786yHCXua8FIfwfbhAC1Bqwq4YRVUIsENpQlCv1csvC1nL-uHo50LyR7nHeQdKxZTSz65wSyN1nsHCv664nY/mjbB0I9knldSluKJzYWZ2zwmrBuR6da8vHa--KlZoWw),Untitled,2011,41.75 x 56.5,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,106 x 143.5
192,SP-TONSFELDTJ173.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/T1n-ihVqhvPaZeThS-1Lcg/dqMNT92Fc2gs5Rw0NwjWkhUcLkYY-JXcYvnj2jPoft370E7qCjB5LxozAoQwLVPsS3ozEEJkmcA9JnQeEcrqEFFu2YryjLjz95bqf7jFdUA/Gl03E8ZpPYNQqbYXcLsUuZDj2AVM2EsHAOKSzOgrquY),Untitled,2011,41.75 x 56.5,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,106 x 143.5
191,SP-TONSFELDTJ172.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/JyQO8zNbaLbJLbCwUSgENw/wJzUQ0bIbaUvDFERKZoqgKpCWsrEQYXHhE-96p3xacnMaenIhdLRhLyQVvR3hAaVYC3jfoHb5xamyWWRVDn1_3G48-SasBQtYT-pDX02jWQ/g4Q1FegxneYYZpT4mtq4pPMG1kNkxFbpNpPcD1v0h38),Untitled,2011,41.75 x 56.5,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,106 x 143.5
190,SP-TONSFELDTJ171.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/EiaUby5lZ_sJUR7t6Gp8_w/U30YO_FjB_FEDh1LdRsSV7kdluRuWpfMjodCWidZNgbg3tKAf5pBr07q8PPl74Vzl1EnHEy9A_y1aclL_UelejtziyiNsEmAGmqjWL1YTDU/1H6QvgxGRBnBXWFL5Dl_1RXJ6PiOALTC-h3YM_y_1WI),Untitled,2011,41.75 x 56.5,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,106 x 143.5
189,SP-TONSFELDTJ169.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/tis5fIt0wJ5ab0MhC1Wndw/kqd70Q7mffmP-IEJ7vW9ATdAO_CfBW5lUtvJwM45YE3pBw_cxMg3zehtj_yKvpNNznp-Df94X-2_2idMruQCj3pFfxBPvS6WecQ5biL8FTw/XJL7HFDHK9H4behRejgRLTmqarqtH-jnJ856TAPqi1g),Untitled,2011,45.6 x 56.6,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,115.8 x 143.8
188,SP-TONSFELDTJ169.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/A4ecPkhAVwKfjzR840qEUg/pBQjgX5-ZqUKAzGpwMsPJezMw3rm9icxTwh720jVwUHl6fo3qEUwzciBa9Lyg4wlIkAaIqWN0gzyP9KEEFg6tmXBBdtJW2wq1W6-DcrCC6Y/LaJuxGDWQrNj1EvjGSpWaeRInyYz4TNvUluqwQudaKI),Untitled,2011,45.6 x 56.6,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,115.8 x 143.8
187,HL_WestSt_010.tif (https://v5.airtableusercontent.com/v1/17/17/1685988000000/gfWuPzrTmiouf4JH3FodZw/m5Tr9D7XQssLheAP36kVMiXbwvcLpsqyWddUaxUh1wkKp3YF2mavrbBtamyenrC6G10QiymopBhJ2syrS4qf4FeQvjq-OMcSxGyGxE6nNbI/2zpFwXLsBAcscXsccd-Zkuuez04KQjARtJIXiUta-xs),Untitled,2011,,wood and found objects,,
186,DSC_6625webs.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/AZQYZmxe-mkYhbOW5UrTEA/IbkWkJQ_3b_WFbBP3aVMaIn7hhXUDA4tsG9VmLcPjoGVlKw7-ve-mjvnlVfX17jDqMChzSS4-VS2R6sZ8_Om4udE1hPJUQ0okH1anClCVRc/-FaT8bl5PGkzqIadYtX2UTDPmIYk4LxUHBkxb99Ip6A),Untitled,2011,9 x 12,spray paint and spider's web on paper,,22.9 x 30.5
185,DSC_6624webs.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/h8EktQCeQN4VSKXJfdNEWg/VpSq3iutbZ2l_T2gtyQ8FaPXR2pg_S99dxGUn_M_AvxKS4HR8qtE2CMywvLtBDJz1KX_nu1-I3Kgs6UXi5VU5hjxdcr30C0KjxOCC-DbsKE/VoOQLpqKkdpvIzWYJYoQYkzCXyrIR_G1tWNGxr3qhDg),Untitled,2011,9 x 12,spray paint and spider's web on paper,,22.9 x 30.5
184,DSC_6623webs.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/zpR_7y_yNCPlxlJGYEelog/2cpAWd2-bqB2gLMpb4WoMfInQmqSGdupGe63tByJfVWivw5ydJM072KSbq6O80BdstKc7yw0thuY6Nh_4k-b-XSL_-3RTtZkL4Pb-ctg5zc/eZJaqk4vCIxmLvnuEmXV6KYMBtR2wKKJ005DLI2dd8k),Untitled,2011,9 x 12,spray paint and spider's web on paper,,22.9 x 30.5
183,DSC_6622webs.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/KcO2rUifc4qg3r8QOjNDNg/HiODJFHpxH8Pcf7dnSi2lpgU0ZJYPSnX2cfO7h9UT7vo8ruHv0uUBTWtOayw9o7rdfw2W0GsRBLfCgO-KLr2P0nmxLdrIi7UgKq8ALMdCpw/-eyBhfnObsop8pr-l_7dUiNehAKnnW-8A7hfXVj-KzQ),Untitled,2011,9 x 12,spray paint and spider's web on paper,,22.9 x 30.5
182,stretch-2520plants.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/ii2Lk8Q9-7u9qJgD7aoJ1w/JAMThkWdUwyRKdl5lob-1XtoMZ10ASVqj9uYhr-WQ94neL_sUjoYHbyB0IXFFz3-7s7EGPeLeMBh0uA9AUu9adsGDMFib6jkW5fe3jQMX14/NfRfS-r_HVSkyp0h_WetEjYU0gCeSNiD9GbFQI2rIsw),Untitled,2011,40 x 84,pigment inks on reverse of Fuji Crystal archive paper,,101.6 x 213.4
181,DSC_6701.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/_mSmIfikOe2LZHFyOqqQOQ/hWXRIiHjeKzu67nSF9VrBWhRp8UqBY3jPo6CkBMOeuCm6wNZvK8WxEaL0FQ9XUy4oEUDsziVKvieLBadpzalhwA4As6URQ9JHdj1ThpdKyQ/oR2ClzTqY7PGAWAwkmcTr_k9GrFUOVxZHQR7iJW2tKQ),Untitled,2011,40 x 70,"pigment inks, dye inks, latex paint, spray paint, and c-print on reverse of Fuji Crystal Archive paper",,101.6 x 177.8
180,SP-TONSFELDTJ161.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/SuhUYvtJBiKAm_WzARtSWg/K6mZH7dVvfSxpR_xEvbIYTeuw0nmIf8ttE056a2xcMmn5CPe3DxDO5R4YyVu2-FJ7aUpEz_kedVaJXz5likbgfI1kKLlEEzAUjG8ZqNHmc0/hyR4hNnXusllB8Z0845ghzDexF4LGZh95wOT3Cq6Lnk),Untitled,2011,20 x 24,pigment inks on reverse of Fuji Crystal Archive paper,,50.8 x 61
179,SP-TONSFELDTJ160.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/mtw_zN65gMb-RnU53fiDWQ/hHdFR-MdZohDQX2oaovsKAMc6_BruxPGQKqfqQFpglaUWEPqAsXEwIfH-PSH-iXVUboF3Vh9a2TqfaTx8jrF4d1kVwgLl_z_nA4Kpj3ZyRo/nMVyKH79q10mgmokhMgERXHZ0zxecfEEW5Y5ysRIkEQ),Untitled,2011,20 x 24,pigment inks on reverse of Fuji Crystal Archive paper,,50.8 x 61
178,SP-TONSFELDTJ159.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/JJqk_m-9Z5ybuWcCNzWpeQ/7YfdnFe7z9qbB0v0zFEcZgiFcmQBOv7tuEC2zUyp0vvNQW24cKsP2MvhTJnYllmrYvGOCVe8HxkR-ff1ogHNR-5tHSt-kZTBIVpdm_4imQY/GQQNUFUCNydVdfDmAeC7bCD99OuE0ppaiyBI3nBA51w),Untitled,2011,20 x 24,pigment inks on reverse of Fuji Crystal Archive paper,,50.8 x 61
177,SP-TONSFELDTJ158.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/OSc62XTtqZRwARrichdIPA/9k7IPlzbp65V-zR-hiHzY_E2B5yksS4I1KgFwPw0OBdbjhybv4H-sJKj8zhQA7-31u7oXxd4beJctr6oO2QU0dQci8IlvOw9wIH-CMus9OE/tuJHJrdie8CAugxRiXU_w20Tz5YErQqxw8AoC9Odc4s),Untitled (blue),2011,20 x 24,pigment inks on reverse of Fuji Crystal Archive paper,,50.8 x 61
176,"SP-TONSFELDTJ152.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/fkZjf0TtzOelAGesRpaMUg/HmMn469Wcp0vi1tO7nBgO507Vt4hf5_kdZvZ_Zvp7quAyNF4LNHDx_ipA0356nKZK8m4icSl7KW2uJypQdzwJMCvqAW3RIeK6IR5LqDrvNk/qeqewt9xjhOlSV4mAQEElKPNKSbAOGbQG6KLgaS8JrM),SP-TONSFELDTJ152e.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/k0LgPGGKbSgKowS9uyuPyg/J7ftUwsA7iE3h_t1HVJZZkdU0ogvjEpKoFGzls1OhZNYuIadIde4GZhc5zMNzkfvsG-CBZuPJMqe6T6B8RhaCoFeXRPPX38tBPIxiCFt8AU/fq0YeZ_Fy9saGh_pbJbYfx_5eMDBbrLF2bgqe2UbkoI)",Untitled (Bird),2011,,digital video,,
175,,Untitled (Bird),2011,,digital video,,
174,,Untitled (Bird),2011,,digital video,,
173,,Untitled (Bird),2011,,digital video,,
172,,Untitled (Bird),2011,,digital video,,
171,,Untitled (Bird),2011,,digital video,,
146,SP-TONSFELDTJ127.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/rzfxpDRk52O320YMHZzwnw/P0LPq-ztwD0-BZLMWsxN9BP4LchS8SD_IRj_j4EuXw8qgIUzK_PI9GbT7n1dirVEW2C5NNbyJAVV_3b4vthCBzjlWkYJmEs0McMG3KHlV-Q/tAUg6u0OzVDdqWu5EGqDvh_xMaRcbgmITHc0oI44Cow),Untitled,2011,,dye inks on Ilford Smooth Pearl paper in artist's frame,,
145,JT_Untitled_300dpi.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/M5r_Oo1Kw2f-bDTnwIlHsg/aVy9t99NUvNUFLfF2h4cy9udFmQ_xobXSvk0BpqJ-4u-CtVIM0o7dJvrYBGQA1qNtVeINoOOWRZUOfXXXkp4w_x-VGIFmdFo9SdwvatbpME/hA-chbqUrOo4TvbHDu7Y0DRNIwBgJaCJgqdrNCi6ecg),Untitled,2011,40 x 63,pigment inks on reverse of Fuji Crystal Archive paper,,101.6 x 160
144,JT_CHEP_300dpi.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/jTuvYzW4R-XO85PkVyr_-A/naI19RPb5tfv5PoyAqMfUx370p_a-r6EY2w9RSKji6sg-FKJt6WHnQlq3xNOtAMnBVM2aI3_IH6VWhvO2afW1YSvWMVSY1rRbX5A3zq9A5s/D3cG7aHo_OBFefbP-9iQCheCk_ascPZm3sDsfIL4-_s),CHEP,2011,29.12 x 41,wood and paint,,74 x 104.1
143,"SP-TONSFELDTJ124b.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/8oLoeW2Nw4opqUkAFloMQg/OiwdUtz0eNCAytbRSBCuHMDINh_2ZsAoedkQ8HpXnGvuTK3Jj7RDanOw0sgEWE_M95iSUCMJuehtPZH0GeFUApg2bLqaDGqxV1H4eFEOJmk/Re_xQ4zBLl6eo74HGCGM0N_kdCdbNHWxQh8hltrKXnU),JT_CHEP8_300dpi.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/nq24b35Uhh4gTBi9ao6yoQ/hQH1jcbqAThXdKH2Ln0VGyG2bPZKn5O7T9CerF5TM4KzHSp5uFCrgHNXhbYOqXCtcZ-Dn0FFQ70iv2JTuNC0cukvJdkrrVy7Z8Dva-zPmdQ/nrkvykKDlp4qkL_m8QBwkIQEhIciuzOGG8rwbILMxXs)",CHEP 8,2011,28.5 x 41.25,"wood, paint and cigarette box",,72.4 x 104.8
142,SP-TONSFELDTJ123.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/xoEgByVc-iEfQAnHPRUB-g/LVZTnEVRr2pXN1JbmwGT0UZssuvDdEClg0Ewt8BtdboonWIEOOW4se7pWwo_vT00NsM7P3thYdzydSfWDOA_oW2STjxNJfI8OtN6tnEz1m0/Kxae7cnlJk5bgPI1UJNWAQEAXVwDVl7kOizITNsCBzc),Untitled,2011,12.5 x 15.5,dye inks on reverse of Kodak Endura paper,,31.75 x 39.4
141,SP-TONSFELDTJ122.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/aLm0-gK_9beWVfrE5zveVw/W8EueNLGEYuX92n-COeQcmd3s1Esw10GXVXgGsVCUNwODBwf4P156eKnP5S0Zqqq4ae0iLxARZcuFaSrD9stP-u0zfysbn_d8PXYeg-CYEM/RUGUZwSoaNr1QaviS-kqd91vtAR2r4G9Xl1O1D0bTgA),Untitled,2011,12.5 x 15.5,dye inks on reverse of Kodak Endura paper,,31.8 x 39.4
140,SP-TONSFELDTJ121b.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/0ly0pSuh2Ytfm6a-IEepKQ/7S86XrhhGx40ynMBfbmLpgQSnjEPcaeNRYCIqRJr6h-sjkHEFLCVriZic74pyGPhoXjgKSsKJeGLWkWTsmBu7rAMw733GuKtSesWW0FsaLE/gxpeidfrqXWq8NvxHiGWqmVP7nlLHq6wjZsB28Xqbx8),Untitled,2011,13.5 x 16.25,"glass, cherry pits, inkjet emulsions, reverse of Kodak Endura paper",,34.3 x 41.3
139,JT_Untitled_(scorpion)_300dpi.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/1o8VUHVoAwHdBRPj1w45sw/H23zoOQZzCryxQNoOFECjaE5r2PpMhcKWLpGzMKAofM9hszqx1eqqmSmnvnjjT6fleA2p3W-mnIDCZ8Wp-PHRN-g1jTDHyaGxaI338rYiMNzGK6Za4fl-8aCP7WolEwj/RR6pcDWByR5zQLf-M12EW0o_A_xCdN_7epO1s7AW2U4),Untitled,2011,12.5 x 15.5,"dye inks on reverse of Kodak Endura paper, Ilford smooth pearl paper, scorpion, wood",,31.75 x 39.4
132,SP-TONSFELDTJ115b.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/1LRo9Pm8cuA9dzv0WJc7Sw/wz3nKxAtk-QxFYOOSB8wyBuM0LCSOQVxNQTqcWhdiy0pfF-AqQa5RoSDhcuPuMA09ZRIwoEnElS3xFLqGRS4GyvvZqbLST3UoSKnQTwnkjI/MrIBIYZw1ArIJhsZFQ2KT6PZKIsJWNIYldiJf5TWj1s),Andrew Touching an Elephant,2011,16 x 20,UltraChrome inks on reverse of Kodak Endura paper,,40.6 x 5.1
131,"andrew_taj_mahal.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/qMeLs7_k-Ov3I2tz4eLCJg/LxYN5hLTF7r0-LgVFkkzTb4uVOgUYn6X460Zv0cZ7hahnzpm7oE2N_-1Kfv2ukbojvGLAckNf10Qp4NUJ4XsLGqvuY0veEYFF-GECxu6LSw/9XqUvF7h1eit9v52wjtm8H86xuSIF376WJAkrPCllYg),SP-TONSFELDTJ114.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/6Dqw_XUHhKXxz8q3Oo2wnQ/0etESWsuVsD7lOyHaYEUYydtzvNQtOIL5egCPu0FsNq9fkLD44YqfD_BQFBfFzT3m-JZEHfBdTJqsoohG34E9LgbC4j4SZmqN6z4RMi_3ro/hlsleHNhYbRw_y8B2CF9uJWn9D4MjprF5ZA35zwqzoc)","Andrew, Taj Mahal",2011,40 x 85.5,pigment inks on reverse of Fuji crystal archive paper,,101.6 x 217.2
